FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ДВФО;Хабаровский край;3;1292;181;36;48;13;348;11;41;2;22;127;53;72;20;159;125;22;1;1;0;105;73;18;2;28;139;75;134;120
ДВФО;Хабаровский край;4;48;5;2;0;2;8;0;0;0;0;0;1;6;1;4;4;0;0;0;0;1;1;0;0;2;2;14;5;7
ДВФО;Хабаровский край;5;49;5;0;1;2;12;0;0;0;0;0;0;12;0;6;1;0;0;0;0;2;1;0;0;0;4;7;4;9
ДВФО;Хабаровский край;6;156;21;3;8;1;36;1;0;0;0;4;5;24;2;15;10;0;0;0;0;10;2;4;0;3;18;15;26;12
ДВФО;Хабаровский край;7;221;31;9;7;4;42;1;1;0;0;14;10;13;3;24;19;5;1;1;0;29;17;11;0;8;27;18;25;16
ДВФО;Хабаровский край;8;149;19;5;3;0;51;0;6;0;0;25;9;9;2;21;13;8;0;0;0;8;7;0;0;1;9;8;13;19
ДВФО;Хабаровский край;9;669;100;17;29;4;199;9;34;2;22;84;28;8;12;89;78;9;0;0;0;55;45;3;2;14;79;13;61;57
ДВФО;Хабаровский край;10;778;101;25;32;13;347;10;41;2;22;127;53;72;20;157;123;22;1;1;0;98;66;18;1;9;8;15;39;2
ДВФО;Хабаровский край;11;68;9;2;1;1;15;0;1;0;0;1;2;8;3;7;4;0;0;0;0;23;7;14;0;0;3;6;4;1
ДВФО;Хабаровский край;12;55;10;2;3;2;23;1;2;0;0;0;2;17;1;6;3;1;0;0;0;7;3;2;0;0;1;3;5;0
ДВФО;Хабаровский край;13;126;14;6;2;1;63;0;2;0;0;17;15;24;5;18;3;15;1;1;0;12;7;1;0;3;1;4;9;1
ДВФО;Хабаровский край;14;109;15;6;1;3;47;2;1;0;1;17;11;11;4;15;11;3;0;0;0;14;11;1;0;6;1;1;10;0
ДВФО;Хабаровский край;15;115;12;2;1;3;69;1;11;0;1;32;12;7;5;16;13;3;0;0;0;10;9;0;0;0;1;0;7;0
ДВФО;Хабаровский край;16;305;41;7;24;3;130;6;24;2;20;60;11;5;2;95;89;0;0;0;0;32;29;0;1;0;1;1;4;0
ДВФО;Хабаровский край;17;514;80;11;16;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;7;7;0;1;19;131;60;95;118
ДВФО;Чукотский автономный округ;3;67;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;20;20;0;1;2;5;0;6;7
ДВФО;Чукотский автономный округ;4;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
ДВФО;Чукотский автономный округ;5;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;6;11;1;0;1;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;2;1;0;0;1
ДВФО;Чукотский автономный округ;7;9;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;0;1;0;1;0
ДВФО;Чукотский автономный округ;8;10;4;1;2;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;1
ДВФО;Чукотский автономный округ;9;25;12;1;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;3;0;2;0
ДВФО;Чукотский автономный округ;10;54;19;2;7;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;20;20;0;1;0;1;0;3;5
ДВФО;Чукотский автономный округ;11;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
ДВФО;Чукотский автономный округ;12;4;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;13;9;2;1;1;0;4;0;0;0;0;0;0;1;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;14;9;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;1;0;1;0;0;0
ДВФО;Чукотский автономный округ;15;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;16;18;10;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;17;13;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;3;2
ПФО;Кировская область;3;908;106;27;43;2;135;1;7;1;3;11;11;101;0;54;36;17;1;0;0;113;86;22;1;11;102;39;148;198
ПФО;Кировская область;4;38;0;0;0;0;2;0;0;0;0;0;0;2;0;4;2;2;0;0;0;1;0;1;0;3;6;2;10;10
ПФО;Кировская область;5;33;3;1;0;0;2;0;0;0;0;0;0;2;0;1;1;0;0;0;0;4;2;2;0;1;5;2;7;8
ПФО;Кировская область;6;77;6;1;2;0;14;0;1;0;0;0;1;12;0;0;0;0;1;0;0;8;7;0;0;2;10;3;19;14
ПФО;Кировская область;7;117;13;1;6;0;17;0;0;0;0;3;1;13;0;7;6;1;0;0;0;18;11;6;1;2;10;4;23;22
ПФО;Кировская область;8;129;22;5;9;0;28;0;3;1;0;1;3;20;0;7;5;2;0;0;0;7;6;1;0;1;22;1;25;16
ПФО;Кировская область;9;514;62;19;26;2;72;1;3;0;3;7;6;52;0;35;22;12;0;0;0;75;60;12;0;2;49;27;64;128
ПФО;Кировская область;10;405;67;21;31;1;129;1;7;1;3;11;10;96;0;53;35;17;1;0;0;113;86;22;1;2;5;0;34;0
ПФО;Кировская область;11;50;5;0;3;0;10;0;0;0;0;0;0;10;0;10;6;4;1;0;0;17;9;5;0;0;2;0;5;0
ПФО;Кировская область;12;35;5;2;1;0;11;0;1;0;0;0;1;9;0;7;3;3;0;0;0;8;4;3;0;0;0;0;4;0
ПФО;Кировская область;13;67;9;4;2;0;17;0;1;0;0;0;4;12;0;8;5;3;0;0;0;27;18;9;1;0;1;0;4;0
ПФО;Кировская область;14;56;12;3;7;1;21;0;1;0;0;3;4;13;0;6;5;1;0;0;0;9;6;3;0;0;0;0;8;0
ПФО;Кировская область;15;47;4;1;2;0;18;0;2;1;1;2;0;12;0;7;5;2;0;0;0;13;12;1;0;1;0;0;4;0
ПФО;Кировская область;16;150;32;11;16;0;52;1;2;0;2;6;1;40;0;15;11;4;0;0;0;39;37;1;0;1;2;0;9;0
ПФО;Кировская область;17;503;39;6;12;1;6;0;0;0;0;0;1;5;0;1;1;0;0;0;0;0;0;0;0;9;97;39;114;198
ПФО;Нижегородская область;3;1836;185;33;57;6;726;8;57;0;106;241;83;159;72;22;3;19;0;0;0;152;106;40;7;26;250;24;169;275
ПФО;Нижегородская область;4;79;3;0;1;1;17;0;0;0;0;0;0;8;9;1;0;0;0;0;0;6;2;4;0;4;19;0;15;14
